user_id,dwell_mean,dwell_median,dwell_std,dwell_min,dwell_max,DU_mean,DU_median,DU_std,DU_min,DU_max,DD_mean,DD_median,DD_std,DD_min,DD_max,UD_flight_mean,UD_flight_median,UD_flight_std,UD_flight_min,UD_flight_max,UU_mean,UU_median,UU_std,UU_min,UU_max,DU_tri_mean,DU_tri_median,DU_tri_std,DU_tri_min,DU_tri_max,DD_tri_mean,DD_tri_median,DD_tri_std,DD_tri_min,DD_tri_max,text_type,del_freq,backspace_freq,total_time,label,session_id
103,113.54794520547945,109.0,29.142346515635133,46.0,247.0,239.5091743119266,218.0,107.26728066236042,96.0,1322.0,126.4908256880734,100.0,106.77554047850276,10.0,1231.0,12.899082568807339,-13.0,113.19018251822578,-146.0,1136.0,125.91743119266054,104.5,112.73603020247435,-9.0,1227.0,366.2165898617512,316.0,159.70755710853632,199.0,1531.0,253.23963133640552,205.0,160.7740469193533,109.0,1408.0,fixed,9.0,0.0,27679.0,Neutral,103_N_fixed
104,-383234042434.3064,137.0,678676257265.2195,-1580000000000.0,534.0,-378119657675.3376,404.0,675577555257.8981,-1580000000000.0,2743.0,341.55982905982904,239.0,374.4082694053542,9.0,2612.0,384871795067.7564,267.5,679665551805.7184,-435.0,1580000000000.0,6752137063.106837,252.5,273776103056.73346,-1580000000000.0,1580000000000.0,-372961372622.0858,732.0,672398104015.8743,-1580000000000.0,3462.0,683.0772532188842,575.0,569.5574378767242,48.0,3305.0,fixed,8.0,0.0,80107.0,Angry,104_A_fixed
104,-143636363502.60428,138.0,455437443504.3388,-1580000000000.0,544.0,-144408601585.32794,413.5,456543920367.86865,-1580000000000.0,7135.0,444.6989247311828,261.0,675.2596903445688,16.0,6904.0,144408602455.27957,152.5,456543920091.2085,-210.0,1580000000000.0,430.81182795698925,275.5,164280577391.5715,-1580000000000.0,1580000000000.0,-145189188209.03244,782.0,457658373817.388,-1580000000000.0,11538.0,878.5243243243243,657.0,1147.7283095327648,52.0,11450.0,fixed,7.0,1.0,82813.0,Calm,104_C_fixed
104,71.3801652892562,64.0,26.155387016300327,16.0,240.0,422.2583333333333,255.0,483.94835296065776,112.0,2672.0,352.28333333333336,184.0,480.6430248811968,40.0,2496.0,280.9,120.0,482.45465498598634,-128.0,2431.0,350.875,184.0,485.74012768007486,-56.0,2569.0,769.7478991596639,472.0,646.8380749682256,216.0,2825.0,699.7899159663865,408.0,641.3769466499874,121.0,2649.0,fixed,4.0,0.0,42345.0,Happy,104_H_fixed
104,-527123050209.72186,8.0,745303333294.0657,-1580000000000.0,656.0,-528496958352.9948,204.0,745787766015.0585,-1580000000000.0,248394.0,789.3353605560383,168.0,9426.127880042466,2.0,248220.0,528496959885.609,329.0,745787764928.0367,-290.0,1580000000000.0,759.4317984361425,162.0,228251577450.6186,-1580000000000.0,1580000000000.0,-529878047214.9861,392.5,746271864390.592,-1580000000000.0,248695.0,1572.4477351916375,366.5,13348.15039702795,4.0,248521.0,fixed,9.0,0.0,668979.0,Neutral,104_N_fixed
104,-527123050209.72186,8.0,745303333294.0657,-1580000000000.0,656.0,-528496958352.9948,204.0,745787766015.0585,-1580000000000.0,248394.0,789.3353605560383,168.0,9426.127880042466,2.0,248220.0,528496959885.609,329.0,745787764928.0367,-290.0,1580000000000.0,759.4317984361425,162.0,228251577450.6186,-1580000000000.0,1580000000000.0,-529878047214.9861,392.5,746271864390.592,-1580000000000.0,248695.0,1572.4477351916375,366.5,13348.15039702795,4.0,248521.0,fixed,17.0,0.0,147081.0,Neutral,104_N_fixed
104,-527123050209.72186,8.0,745303333294.0657,-1580000000000.0,656.0,-528496958352.9948,204.0,745787766015.0585,-1580000000000.0,248394.0,789.3353605560383,168.0,9426.127880042466,2.0,248220.0,528496959885.609,329.0,745787764928.0367,-290.0,1580000000000.0,759.4317984361425,162.0,228251577450.6186,-1580000000000.0,1580000000000.0,-529878047214.9861,392.5,746271864390.592,-1580000000000.0,248695.0,1572.4477351916375,366.5,13348.15039702795,4.0,248521.0,fixed,9.0,6.0,92800.0,Neutral,104_N_fixed
104,-158452721958.6762,88.0,475284441397.01245,-1580000000000.0,699.0,-159365993456.8732,320.0,476502978430.9618,-1580000000000.0,36468.0,691.0979827089337,214.0,2934.278261383392,11.0,36395.0,159365994815.1729,136.0,476502977975.3668,-343.0,1580000000000.0,672.6887608069164,216.0,208062907339.1137,-1580000000000.0,1580000000000.0,-160289853615.83478,648.0,477730740474.35364,-1580000000000.0,36916.0,1386.2434782608696,537.0,4132.0292657889895,45.0,36747.0,fixed,7.0,0.0,192280.0,Sad,104_S_fixed
104,-158452721958.6762,88.0,475284441397.01245,-1580000000000.0,699.0,-159365993456.8732,320.0,476502978430.9618,-1580000000000.0,36468.0,691.0979827089337,214.0,2934.278261383392,11.0,36395.0,159365994815.1729,136.0,476502977975.3668,-343.0,1580000000000.0,672.6887608069164,216.0,208062907339.1137,-1580000000000.0,1580000000000.0,-160289853615.83478,648.0,477730740474.35364,-1580000000000.0,36916.0,1386.2434782608696,537.0,4132.0292657889895,45.0,36747.0,fixed,5.0,0.0,47768.0,Sad,104_S_fixed
106,-41457725858.83673,79.0,252924827259.59042,-1580000000000.0,1473.0,-41700879157.1261,287.0,253647587313.7841,-1580000000000.0,33429.0,525.3401759530792,209.0,1871.5674498222293,32.0,33360.0,41700880198.51906,142.0,253647587142.0705,-1123.0,1580000000000.0,518.4486803519062,209.0,121180468237.88454,-1580000000000.0,1580000000000.0,-41946901526.0,623.0,254376573320.5362,-1580000000000.0,33844.0,1051.9203539823009,569.0,2651.8631101880446,74.0,33696.0,fixed,8.0,5.0,141590.0,Angry,106_A_fixed
106,-41457725858.83673,79.0,252924827259.59042,-1580000000000.0,1473.0,-41700879157.1261,287.0,253647587313.7841,-1580000000000.0,33429.0,525.3401759530792,209.0,1871.5674498222293,32.0,33360.0,41700880198.51906,142.0,253647587142.0705,-1123.0,1580000000000.0,518.4486803519062,209.0,121180468237.88454,-1580000000000.0,1580000000000.0,-41946901526.0,623.0,254376573320.5362,-1580000000000.0,33844.0,1051.9203539823009,569.0,2651.8631101880446,74.0,33696.0,fixed,3.0,0.0,37762.0,Angry,106_A_fixed
106,109.39344262295081,103.0,60.153596469101295,5.0,662.0,633.9529411764706,364.0,2418.198112435745,12.0,49320.0,526.0635294117648,256.0,2417.3794428997894,7.0,49210.0,416.83294117647057,156.0,2418.701680390461,-196.0,49121.0,524.7223529411765,261.0,2419.1843370633333,-58.0,49231.0,1161.7848699763592,703.0,3494.572178326494,20.0,51234.0,1054.0921985815603,607.0,3475.588315777398,15.0,51124.0,fixed,11.0,0.0,154928.0,Neutral,106_N_fixed
106,109.39344262295081,103.0,60.153596469101295,5.0,662.0,633.9529411764706,364.0,2418.198112435745,12.0,49320.0,526.0635294117648,256.0,2417.3794428997894,7.0,49210.0,416.83294117647057,156.0,2418.701680390461,-196.0,49121.0,524.7223529411765,261.0,2419.1843370633333,-58.0,49231.0,1161.7848699763592,703.0,3494.572178326494,20.0,51234.0,1054.0921985815603,607.0,3475.588315777398,15.0,51124.0,fixed,2.0,0.0,68937.0,Neutral,106_N_fixed
106,-53020134130.2953,90.5,285014512491.796,-1580000000000.0,256.0,-53378377741.692566,413.5,285945482783.9485,-1580000000000.0,23738.0,552.7668918918919,325.0,1572.2152555814955,27.0,23658.0,53378378827.11824,243.0,285945482580.64166,-229.0,1580000000000.0,538.0675675675676,319.0,225331394368.68445,-1580000000000.0,1580000000000.0,-53741495471.16327,789.5,286885621268.6195,-1580000000000.0,24414.0,1066.2074829931973,706.5,2142.5285867870675,65.0,24300.0,fixed,1.0,0.0,117477.0,Sad,106_S_fixed
106,-53020134130.2953,90.5,285014512491.796,-1580000000000.0,256.0,-53378377741.692566,413.5,285945482783.9485,-1580000000000.0,23738.0,552.7668918918919,325.0,1572.2152555814955,27.0,23658.0,53378378827.11824,243.0,285945482580.64166,-229.0,1580000000000.0,538.0675675675676,319.0,225331394368.68445,-1580000000000.0,1580000000000.0,-53741495471.16327,789.5,286885621268.6195,-1580000000000.0,24414.0,1066.2074829931973,706.5,2142.5285867870675,65.0,24300.0,fixed,4.0,0.0,46363.0,Sad,106_S_fixed
108,64.25301204819277,62.0,21.625654447126465,-50.0,151.0,324.8484848484849,242.0,210.14514745941463,138.0,1251.0,259.8909090909091,179.0,210.53193426100634,76.0,1201.0,194.94545454545454,112.0,214.25407343213251,-44.0,1147.0,259.9030303030303,178.0,213.6706270899329,52.0,1197.0,584.6463414634146,445.5,313.35799993218984,264.0,1762.0,519.8353658536586,384.0,314.1558418599151,199.0,1709.0,fixed,8.0,0.0,42932.0,Angry,108_A_fixed
108,73.22926829268293,64.0,34.58622532606179,27.0,263.0,332.80882352941177,292.5,164.81109568734527,117.0,1325.0,260.4852941176471,218.0,165.6595261384195,23.0,1286.0,187.26960784313727,150.0,172.05466784408677,-99.0,1210.0,259.59313725490193,221.5,170.22866728166966,-15.0,1249.0,593.1428571428571,517.0,244.69369473544165,305.0,1713.0,520.9064039408867,455.0,245.68877944449386,212.0,1663.0,fixed,2.0,0.0,53215.0,Neutral,108_N_fixed
108,111.86619718309859,110.5,44.078625571182805,30.0,282.0,514.2765957446809,435.0,264.7803430981715,220.0,1684.0,402.27659574468083,332.0,263.0943097170121,28.0,1590.0,290.87943262411346,217.0,265.1295229338,-83.0,1433.0,402.87943262411346,321.0,265.7682791772161,68.0,1548.0,915.6142857142858,790.0,427.92614480300324,382.0,2588.0,803.5142857142857,677.5,426.7207144488932,281.0,2471.0,fixed,1.0,0.0,56899.0,Sad,108_S_fixed
109,100.4,97.0,41.49518736808695,-107.0,379.0,495.0632183908046,361.0,457.8173418773978,177.0,3972.0,393.3965517241379,261.0,462.29616434906296,106.0,3917.0,291.8045977011494,173.0,466.1152041744123,-70.0,3827.0,393.4712643678161,267.0,461.1947876087362,52.0,3882.0,885.8439306358382,680.0,635.8585881352792,332.0,4284.0,784.4046242774566,561.0,639.0163210616322,248.0,4229.0,fixed,11.0,0.0,68558.0,Angry,109_A_fixed
109,115.61538461538461,109.5,53.407949443920906,51.0,560.0,265.3333333333333,244.0,93.58947367804423,131.0,707.0,150.71317829457365,130.0,82.44630769840923,38.0,452.0,35.15503875968992,25.0,85.45287897545522,-111.0,269.0,149.7751937984496,132.0,91.83130255988404,-3.0,568.0,416.21875,383.0,126.37632449830461,215.0,795.0,301.9140625,263.5,121.4777791380425,137.0,699.0,fixed,8.0,0.0,19565.0,Happy,109_H_fixed
109,115.02392344497608,108.0,42.59810966087552,41.0,463.0,389.43990384615387,293.0,321.71049807633085,101.0,4847.0,275.02884615384613,171.0,323.97404199840753,11.0,4751.0,159.93990384615384,67.5,326.411306418854,-138.0,4642.0,274.35096153846155,184.0,323.1644467786082,-84.0,4738.0,665.3985507246376,515.5,474.6510614324588,222.0,5406.0,551.0096618357488,403.0,473.8069302683798,133.0,5177.0,fixed,0.0,0.0,34550.0,Neutral,109_N_fixed
109,115.02392344497608,108.0,42.59810966087552,41.0,463.0,389.43990384615387,293.0,321.71049807633085,101.0,4847.0,275.02884615384613,171.0,323.97404199840753,11.0,4751.0,159.93990384615384,67.5,326.411306418854,-138.0,4642.0,274.35096153846155,184.0,323.1644467786082,-84.0,4738.0,665.3985507246376,515.5,474.6510614324588,222.0,5406.0,551.0096618357488,403.0,473.8069302683798,133.0,5177.0,fixed,8.0,0.0,80065.0,Neutral,109_N_fixed
110,118.30128205128206,102.0,116.9206193284666,27.0,1052.0,343.8774193548387,277.0,199.5131846531449,144.0,1375.0,229.86451612903227,168.0,161.78260535377888,56.0,941.0,111.49032258064516,65.0,171.91399117083196,-547.0,874.0,225.5032258064516,170.0,209.9739740889842,-443.0,1283.0,571.1623376623377,501.5,239.46321973312965,270.0,1451.0,457.0779220779221,399.0,218.36967314602643,183.0,1152.0,fixed,2.0,0.0,35736.0,Calm,110_C_fixed
110,149.78367346938776,135.0,59.021513676067755,35.0,575.0,558.5308641975308,417.0,591.544171026027,155.0,6118.0,409.6502057613169,266.0,564.3019283987834,67.0,5935.0,259.87242798353907,124.0,559.132441344549,-152.0,5799.0,408.75308641975306,265.0,584.4350071861988,-52.0,5982.0,970.1784232365145,718.0,877.8046701093795,285.0,7664.0,821.2199170124481,553.0,853.0309327734408,187.0,7481.0,fixed,3.0,0.0,66352.0,Happy,110_H_fixed
110,149.78367346938776,135.0,59.021513676067755,35.0,575.0,558.5308641975308,417.0,591.544171026027,155.0,6118.0,409.6502057613169,266.0,564.3019283987834,67.0,5935.0,259.87242798353907,124.0,559.132441344549,-152.0,5799.0,408.75308641975306,265.0,584.4350071861988,-52.0,5982.0,970.1784232365145,718.0,877.8046701093795,285.0,7664.0,821.2199170124481,553.0,853.0309327734408,187.0,7481.0,fixed,4.0,0.0,33494.0,Happy,110_H_fixed
110,152.41721854304635,140.0,92.28522237735318,24.0,1193.0,602.150776053215,429.0,733.1303048454138,150.0,7540.0,449.9246119733925,261.0,716.1627428902007,40.0,7416.0,297.3259423503326,122.0,715.2800463011744,-880.0,7247.0,449.5521064301552,276.0,730.957730234791,-760.0,7371.0,1052.6703786191538,774.0,1191.1935989646547,290.0,12456.0,900.3073496659242,613.0,1177.8681688467811,163.0,12332.0,fixed,18.0,0.0,148985.0,Neutral,110_N_fixed
110,152.41721854304635,140.0,92.28522237735318,24.0,1193.0,602.150776053215,429.0,733.1303048454138,150.0,7540.0,449.9246119733925,261.0,716.1627428902007,40.0,7416.0,297.3259423503326,122.0,715.2800463011744,-880.0,7247.0,449.5521064301552,276.0,730.957730234791,-760.0,7371.0,1052.6703786191538,774.0,1191.1935989646547,290.0,12456.0,900.3073496659242,613.0,1177.8681688467811,163.0,12332.0,fixed,4.0,0.0,54154.0,Neutral,110_N_fixed
112,90.88598574821853,82.0,50.80304001299235,17.0,611.0,414.94510739856804,335.0,305.4927768254304,133.0,3054.0,326.0286396181384,246.0,301.9348913319678,81.0,2945.0,235.4415274463007,167.0,309.2652092604427,-264.0,2901.0,324.35799522673034,253.0,311.62202714306943,-126.0,3010.0,736.3525179856115,592.0,475.97643359329527,325.0,5572.0,647.7002398081535,507.0,473.2395909141542,226.0,5388.0,fixed,5.0,0.0,72145.0,Neutral,112_N_fixed
112,90.88598574821853,82.0,50.80304001299235,17.0,611.0,414.94510739856804,335.0,305.4927768254304,133.0,3054.0,326.0286396181384,246.0,301.9348913319678,81.0,2945.0,235.4415274463007,167.0,309.2652092604427,-264.0,2901.0,324.35799522673034,253.0,311.62202714306943,-126.0,3010.0,736.3525179856115,592.0,475.97643359329527,325.0,5572.0,647.7002398081535,507.0,473.2395909141542,226.0,5388.0,fixed,3.0,0.0,64768.0,Neutral,112_N_fixed
112,131.4965034965035,128.0,39.95911187065079,49.0,268.0,517.169014084507,455.5,277.6808457252841,255.0,2405.0,385.3732394366197,324.0,280.1649617700544,100.0,2313.0,253.64788732394365,191.0,282.2904845908561,-93.0,2161.0,385.443661971831,334.5,278.66346475767176,78.0,2253.0,902.4539007092199,800.0,398.8030569301327,473.0,2823.0,770.4042553191489,666.0,404.4558068516864,350.0,2666.0,fixed,2.0,0.0,54822.0,Sad,112_S_fixed
113,87.81871345029239,87.0,33.58600725065329,-92.0,324.0,420.52941176470586,295.5,389.8885013802378,152.0,3471.0,331.5882352941176,206.0,384.60130109961693,75.0,3394.0,242.71176470588236,117.0,385.6951065872992,-115.0,3315.0,331.65294117647056,207.5,390.64713813076855,-5.0,3392.0,754.4023668639053,573.0,560.3749628971512,266.0,3728.0,665.508875739645,476.0,555.9349709138994,165.0,3627.0,fixed,8.0,0.0,56462.0,Angry,113_A_fixed
113,-60108695563.108696,84.0,303080701511.54,-1580000000000.0,617.0,-60437157963.81967,320.0,303879359362.892,-1580000000000.0,6465.0,426.7103825136612,238.0,603.0765157031983,11.0,6408.0,60437158803.76503,165.0,303879359194.92126,-172.0,1580000000000.0,416.55737704918033,239.0,165629004202.06308,-1580000000000.0,1580000000000.0,-60769229861.21429,646.5,304684351907.20575,-1580000000000.0,7773.0,844.0769230769231,571.5,910.5189550639853,43.0,7675.0,fixed,7.0,0.0,78186.0,Calm,113_C_fixed
113,92.08695652173913,84.5,54.255071848874756,29.0,593.0,443.93430656934305,323.0,333.9075295642485,148.0,2057.0,352.13868613138686,237.0,326.24168194223176,57.0,1804.0,260.18978102189783,147.0,326.3978205315498,-199.0,1711.0,351.985401459854,234.0,333.7067659902455,-36.0,1964.0,795.375,658.0,467.8648417921409,265.0,2456.0,703.7573529411765,565.0,452.51413722664864,188.0,2113.0,fixed,9.0,0.0,48354.0,Happy,113_H_fixed
113,88.44017094017094,83.0,35.73974011022772,50.0,453.0,449.80257510729615,304.0,382.5800396224013,132.0,4185.0,361.3090128755365,221.0,380.78835957669133,33.0,4102.0,272.83261802575106,131.0,380.91027810491164,-117.0,4024.0,361.3261802575107,216.0,382.52723145289815,-20.0,4107.0,803.9137931034483,686.0,554.2011929192948,254.0,5118.0,715.3318965517242,600.0,555.3711268170279,170.0,5035.0,fixed,10.0,0.0,84265.0,Neutral,113_N_fixed
113,88.44017094017094,83.0,35.73974011022772,50.0,453.0,449.80257510729615,304.0,382.5800396224013,132.0,4185.0,361.3090128755365,221.0,380.78835957669133,33.0,4102.0,272.83261802575106,131.0,380.91027810491164,-117.0,4024.0,361.3261802575107,216.0,382.52723145289815,-20.0,4107.0,803.9137931034483,686.0,554.2011929192948,254.0,5118.0,715.3318965517242,600.0,555.3711268170279,170.0,5035.0,fixed,9.0,0.0,37576.0,Neutral,113_N_fixed
113,97.6891891891892,92.0,49.55857543693234,45.0,512.0,418.85714285714283,312.0,361.9770862346182,141.0,2632.0,321.1904761904762,219.0,354.1811960490042,61.0,2568.0,223.39455782312925,118.0,354.09414733324707,-109.0,2427.0,321.0612244897959,212.0,361.767620572075,13.0,2491.0,741.2534246575342,578.5,486.1108119965189,252.0,2861.0,643.6780821917808,488.5,480.15531876361234,165.0,2797.0,fixed,2.0,0.0,47297.0,Sad,113_S_fixed
114,131.4392523364486,126.0,45.24708951189601,75.0,603.0,476.4600938967136,351.0,361.8881362577973,163.0,2415.0,347.23474178403757,221.0,363.7353398647984,56.0,2328.0,215.70892018779344,103.0,366.4064911538517,-256.0,2221.0,344.9342723004695,228.0,364.53346431142336,-116.0,2306.0,815.1037735849056,627.0,498.2657017687976,251.0,3287.0,685.9292452830189,496.5,500.97947635440863,144.0,3133.0,fixed,6.0,0.0,74074.0,Neutral,114_N_fixed
114,138.71527777777777,135.0,48.7120357026877,71.0,520.0,461.83216783216784,401.0,246.83446543005422,196.0,2081.0,324.1958041958042,264.0,246.09191168414242,61.0,1964.0,185.16083916083917,125.0,253.51747030807076,-145.0,1865.0,322.7972027972028,270.0,254.28473447948795,3.0,1982.0,784.556338028169,691.5,342.53857316874644,337.0,2417.0,647.1338028169014,547.0,342.310862595221,202.0,2286.0,fixed,1.0,0.0,46453.0,Sad,114_S_fixed
115,109.68666666666667,107.0,24.293545049996236,13.0,238.0,690.9664429530201,597.0,316.3369187490029,331.0,2320.0,581.2416107382551,485.0,316.51121091554694,239.0,2212.0,471.53691275167785,364.0,308.94483727616125,147.0,2199.0,581.261744966443,490.0,308.8625907188878,240.0,2307.0,1274.0675675675675,1142.5,432.04358028735066,714.0,2797.0,1164.3108108108108,1032.0,434.04418175926065,599.0,2689.0,fixed,1.0,0.0,86712.0,Calm,115_C_fixed
115,102.69633507853403,96.0,28.150384444841865,47.0,206.0,550.3263157894737,407.0,371.0524554569617,171.0,2650.0,447.7736842105263,309.5,368.4068465634432,95.0,2592.0,344.9421052631579,197.5,363.52022543790144,8.0,2439.0,447.4947368421053,310.5,366.1534756041794,92.0,2497.0,1000.1481481481482,833.0,520.2114333443573,363.0,2964.0,897.6825396825396,732.0,518.4372433367631,279.0,2906.0,fixed,1.0,0.0,85154.0,Neutral,115_N_fixed
117,124.64963503649635,119.0,62.06834364596865,19.0,631.0,379.5220588235294,305.5,236.4006319134176,151.0,1534.0,254.46323529411765,184.5,219.25249804187752,46.0,1432.0,129.0514705882353,73.0,219.4421654965639,-390.0,1345.0,254.11029411764707,201.0,234.24509711598202,-207.0,1366.0,619.4444444444445,521.0,302.70353129868914,236.0,1805.0,494.9185185185185,400.0,289.7018810404686,144.0,1671.0,fixed,12.0,0.0,34787.0,Happy,117_H_fixed
117,135.928,130.0,63.40349223275669,14.0,737.0,375.41767068273094,303.0,207.40536670515743,125.0,1446.0,240.19277108433735,170.0,194.41855773740673,39.0,1303.0,104.2570281124498,55.0,199.60826101069293,-488.0,1208.0,239.48192771084337,169.0,211.23011615407134,-368.0,1351.0,618.2258064516129,548.5,296.2285565435878,231.0,2494.0,483.5524193548387,409.0,292.8486594165292,153.0,2351.0,fixed,25.0,0.0,61159.0,Neutral,117_N_fixed
118,100.39622641509433,92.0,44.10717942477359,50.0,451.0,614.3417721518987,266.0,2423.8542549680615,76.0,28699.0,515.6012658227849,165.5,2422.5008737481376,15.0,28583.0,415.11392405063293,83.5,2424.3356985564797,-144.0,28497.0,513.8544303797469,169.5,2425.6548681096556,-52.0,28613.0,1134.5668789808917,495.0,3972.8537638770913,208.0,39285.0,1035.783439490446,385.0,3971.1246216271306,115.0,39169.0,fixed,20.0,0.0,81551.0,Happy,118_H_fixed
118,108.96460176991151,99.0,65.8062380296768,17.0,715.0,369.23555555555555,271.0,519.1709071905088,111.0,7474.0,261.32444444444445,155.0,514.3025674377058,29.0,7326.0,152.16444444444446,44.0,515.9385212006661,-136.0,7220.0,260.0755555555556,164.0,520.9302707123521,-48.0,7368.0,628.0401785714286,489.5,745.8695128620075,221.0,8249.0,520.0625,393.5,740.3721556161194,133.0,8184.0,fixed,12.0,0.0,58863.0,Neutral,118_N_fixed
120,-332842639529.6726,67.5,645107278019.6722,-1580000000000.0,352.0,-333689567012.9898,273.0,645710236706.2656,-1580000000000.0,5914.0,387.61323155216286,207.0,590.0393259360008,28.0,6706.0,333689567740.7888,267.0,645710236329.1948,-171.0,1580000000000.0,353.6055979643766,202.0,225714285714.28574,-1580000000000.0,1580000000000.0,-334540815569.1352,522.0,646314591563.1873,-1580000000000.0,6824.0,774.4387755102041,475.5,932.5683515203162,63.0,8129.0,fixed,15.0,3.0,152388.0,Calm,120_C_fixed
120,-83157894584.82707,154.0,354142944170.651,-1580000000000.0,323.0,-83787878249.57576,472.5,355417248316.4894,-1580000000000.0,2059.0,406.9015151515151,309.5,290.70960458189217,10.0,1996.0,83787879029.03787,159.0,355417248131.3323,-313.0,1580000000000.0,378.7121212121212,310.0,338140401753.04395,-1580000000000.0,1580000000000.0,-84427480010.21375,843.0,356705352239.3449,-1580000000000.0,2070.0,801.4732824427481,690.0,388.2676778529169,47.0,2007.0,fixed,5.0,0.0,53774.0,Happy,120_H_fixed
120,-65750315158.35813,80.0,315734230419.6175,-1580000000000.0,688.0,-65916560216.621994,326.0,316116287302.9202,-1580000000000.0,461610.0,1022.4601769911504,227.0,16408.11773253343,6.0,461478.0,65916562232.988625,144.0,316116286881.9351,-185.0,1580000000000.0,997.8255372945638,225.0,158996855314.81516,-1580000000000.0,1580000000000.0,-66083648096.742714,675.0,316499730750.6103,-1580000000000.0,463690.0,2045.0811153358682,578.0,23255.134228287006,43.0,463588.0,fixed,7.0,0.0,123938.0,Neutral,120_N_fixed
120,-65750315158.35813,80.0,315734230419.6175,-1580000000000.0,688.0,-65916560216.621994,326.0,316116287302.9202,-1580000000000.0,461610.0,1022.4601769911504,227.0,16408.11773253343,6.0,461478.0,65916562232.988625,144.0,316116286881.9351,-185.0,1580000000000.0,997.8255372945638,225.0,158996855314.81516,-1580000000000.0,1580000000000.0,-66083648096.742714,675.0,316499730750.6103,-1580000000000.0,463690.0,2045.0811153358682,578.0,23255.134228287006,43.0,463588.0,fixed,21.0,0.0,684946.0,Neutral,120_N_fixed
121,85.87301587301587,75.5,40.91063121038034,3.0,300.0,569.792,341.0,658.2827769671732,171.0,5890.0,485.4,265.0,656.8214025431188,68.0,5823.0,399.296,200.0,657.990023750238,-87.0,5726.0,483.688,271.0,659.6191645135459,-33.0,5793.0,1059.8145161290322,781.5,863.1163273767428,341.0,6069.0,975.4516129032259,699.0,861.2057283731589,245.0,6002.0,fixed,5.0,0.0,60732.0,Happy,121_H_fixed
121,-36073059254.97032,98.5,236265983152.59622,-1580000000000.0,636.0,-36238531531.22477,441.0,236795810050.2682,-1580000000000.0,4264.0,476.2889908256881,329.0,440.86276851207185,10.0,4203.0,36238532478.7156,239.5,236795809904.93356,-237.0,1580000000000.0,472.9449541284404,329.0,107134033572.08804,-1580000000000.0,1580000000000.0,-36405528901.49078,885.5,237329214928.59955,-1580000000000.0,4648.0,954.6981566820276,766.0,603.2553671625734,46.0,4581.0,fixed,4.0,0.0,103400.0,Neutral,121_N_fixed
121,-36073059254.97032,98.5,236265983152.59622,-1580000000000.0,636.0,-36238531531.22477,441.0,236795810050.2682,-1580000000000.0,4264.0,476.2889908256881,329.0,440.86276851207185,10.0,4203.0,36238532478.7156,239.5,236795809904.93356,-237.0,1580000000000.0,472.9449541284404,329.0,107134033572.08804,-1580000000000.0,1580000000000.0,-36405528901.49078,885.5,237329214928.59955,-1580000000000.0,4648.0,954.6981566820276,766.0,603.2553671625734,46.0,4581.0,fixed,4.0,0.0,104469.0,Neutral,121_N_fixed
121,96.98101265822785,77.0,71.7108020289162,46.0,536.0,486.656050955414,323.0,379.7321882417517,161.0,2754.0,389.96815286624206,238.0,356.07398792483343,72.0,2218.0,292.78980891719743,155.0,363.77294679312394,-222.0,2146.0,389.4777070063694,242.0,388.2576560902015,-164.0,2682.0,879.7179487179487,724.0,506.9461101966433,315.0,3171.0,782.9166666666666,650.0,486.4931118211873,225.0,3106.0,fixed,6.0,0.0,61291.0,Sad,121_S_fixed
122,-39273422471.75908,89.0,246222510589.21362,-1580000000000.0,340.0,-39424183797.26488,263.0,246683491053.46915,-1580000000000.0,24710.0,379.06142034548947,177.0,1630.5328742201411,4.0,24604.0,39424184546.12092,91.0,246683490933.5592,-156.0,1580000000000.0,372.64875239923225,169.0,169719225147.34558,-1580000000000.0,1580000000000.0,-39576107066.62042,440.0,247147068193.28305,-1580000000000.0,44791.0,755.4874759152216,365.0,2698.234593607484,65.0,44685.0,fixed,5.0,0.0,38097.0,Neutral,122_N_fixed
122,-39273422471.75908,89.0,246222510589.21362,-1580000000000.0,340.0,-39424183797.26488,263.0,246683491053.46915,-1580000000000.0,24710.0,379.06142034548947,177.0,1630.5328742201411,4.0,24604.0,39424184546.12092,91.0,246683490933.5592,-156.0,1580000000000.0,372.64875239923225,169.0,169719225147.34558,-1580000000000.0,1580000000000.0,-39576107066.62042,440.0,247147068193.28305,-1580000000000.0,44791.0,755.4874759152216,365.0,2698.234593607484,65.0,44685.0,fixed,38.0,16.0,159535.0,Neutral,122_N_fixed
122,-95757575657.3091,95.0,378145589995.33374,-1580000000000.0,598.0,-96341463057.13414,275.5,379229157531.91614,-1580000000000.0,1848.0,269.2865853658537,175.5,261.3422118999992,5.0,1741.0,96341463576.0,88.0,379229157399.29175,-194.0,1580000000000.0,257.140243902439,173.0,247510302196.19452,-1580000000000.0,1580000000000.0,-96932514719.93864,531.0,380322039280.98505,-1580000000000.0,2171.0,539.9877300613497,434.0,360.261410366329,38.0,2050.0,fixed,0.0,0.0,0.0,Sad,122_S_fixed
123,128.55023923444975,124.0,55.084401012942116,38.0,815.0,376.68509615384613,295.0,259.9892571811945,122.0,2517.0,249.15144230769232,170.0,249.77475857662458,42.0,2393.0,120.45192307692308,59.5,254.50800654180446,-713.0,2178.0,247.98557692307693,174.5,263.39525438480746,-596.0,2302.0,625.2850241545893,513.5,381.20768448420046,272.0,4581.0,497.67149758454104,394.5,367.1975780372139,141.0,3766.0,fixed,10.0,0.0,53293.0,Neutral,123_N_fixed
